word,dateCreated,dateModified,guid,id,morph_type,cv_pattern,pron_number,pron
wai rëkëɨ,2013-07-30T10:23:33Z,2018-02-04T12:01:08Z,ff606b16-2bb8-492b-bc27-6e22ecc321e0,wai rëkëɨ_ff606b16-2bb8-492b-bc27-6e22ecc321e0,discontiguous phrase,waj ɾəkəɨ,1,wai ɾəkəɨ
wakë,2013-06-11T16:18:25Z,2018-02-04T12:01:08Z,d532c698-3ffb-4b37-8e66-4c8ac0cc5614,wakë_d532c698-3ffb-4b37-8e66-4c8ac0cc5614,root,wakə,1,wakə
wakë,2013-06-14T13:46:24Z,2018-02-04T12:01:08Z,727a527d-4d0a-4cf4-8553-06b5ef57b8f3,wakë2_727a527d-4d0a-4cf4-8553-06b5ef57b8f3,stem,wakə,1,wakə
wakë a thaɨ,2013-07-30T10:23:34Z,2018-02-04T12:01:08Z,31de84bc-452c-4d3c-8296-b0de03b43aa2,wakë a thaɨ_31de84bc-452c-4d3c-8296-b0de03b43aa2,discontiguous phrase,wakə a tʰaɨ,1,wakə a tʰaɨ
wakë a thaɨ,2013-07-30T10:23:34Z,2018-02-04T12:01:08Z,31de84bc-452c-4d3c-8296-b0de03b43aa2,wakë a thaɨ_31de84bc-452c-4d3c-8296-b0de03b43aa2,discontiguous phrase,,2,wakə a tʰaɨ
wakë ëramaɨ,2013-07-30T10:23:34Z,2018-02-04T12:01:08Z,8b141b53-f764-4988-8b86-4b33b2def497,wakë ëramaɨ_8b141b53-f764-4988-8b86-4b33b2def497,discontiguous phrase,wakə əɾamaɨ,1,wakə əɾamaɨ
wakë homopramatima thëkɨ,2013-07-28T19:41:09Z,2018-02-04T12:01:08Z,eb26f806-9b7a-4e0e-bf2d-8c16a9e0284d,wakë homopramatima thëkɨ_eb26f806-9b7a-4e0e-bf2d-8c16a9e0284d,discontiguous phrase,wakə homopɾamatima tʰəkɨ,1,wakə homopɾamatima tʰəkɨ
wakë homopramatima thëkɨ,2013-07-28T19:41:09Z,2018-02-04T12:01:08Z,eb26f806-9b7a-4e0e-bf2d-8c16a9e0284d,wakë homopramatima thëkɨ_eb26f806-9b7a-4e0e-bf2d-8c16a9e0284d,discontiguous phrase,,2,wakə homopɾamatima tʰəkɨ
wakë ɨ̃rãamaɨ,2013-07-30T10:23:34Z,2018-02-04T12:01:08Z,ed4fdbae-9c77-4075-9bdc-330b4a6b0341,wakë ɨ̃rãamaɨ_ed4fdbae-9c77-4075-9bdc-330b4a6b0341,discontiguous phrase,wakə ɨ̃ɾãamaɨ,1,wakə ɨ̃ɾãamaɨ
wakë ɨ̃rãmaɨ,2013-07-30T10:23:34Z,2018-02-04T12:01:08Z,4139c233-73bf-4c22-8387-08e9d4cc60de,wakë ɨ̃rãmaɨ_4139c233-73bf-4c22-8387-08e9d4cc60de,discontiguous phrase,wakə ɨ̃ɾãmaɨ,1,wakə ɨ̃ɾãmaɨ
wakë si,2013-07-28T19:41:11Z,2018-02-04T12:01:08Z,e424db91-a48c-4ed4-a2d7-944db3ec1909,wakë si_e424db91-a48c-4ed4-a2d7-944db3ec1909,discontiguous phrase,wakə si,1,wakə si
wakë tëkëpraɨ,2013-07-30T10:23:34Z,2018-02-04T12:01:08Z,16f5388c-6c54-40d9-a443-a9bed671bc50,wakë tëkëpraɨ1_16f5388c-6c54-40d9-a443-a9bed671bc50,discontiguous phrase,wakə təkəpɾaɨ,1,wakə təkəpɾaɨ
wakë tëkëpraɨ,2013-07-30T10:23:34Z,2018-02-04T12:01:08Z,b48f9b08-f9c2-4ec3-be01-32115d91ad8d,wakë tëkëpraɨ2_b48f9b08-f9c2-4ec3-be01-32115d91ad8d,discontiguous phrase,wakə təkəpɾaɨ,1,wakə təkəpɾaɨ
wakë thaɨ,2013-07-30T10:23:34Z,2018-02-04T12:01:08Z,5aecbc77-62e9-4a2c-822e-e9465203f16c,wakë thaɨ_5aecbc77-62e9-4a2c-822e-e9465203f16c,discontiguous phrase,wakə tʰaɨ,1,wakə tʰaɨ
wakë thaɨ,2013-07-30T10:23:34Z,2018-02-04T12:01:08Z,5aecbc77-62e9-4a2c-822e-e9465203f16c,wakë thaɨ_5aecbc77-62e9-4a2c-822e-e9465203f16c,discontiguous phrase,,2,wakə tʰaɨ
wakëhë,2013-06-11T16:18:25Z,2018-02-04T12:01:08Z,ba39e933-ae56-49e1-b630-965844920494,wakëhë_ba39e933-ae56-49e1-b630-965844920494,root,wakəhə,1,wakəhə
wakëhëaɨ,2013-07-30T10:23:34Z,2018-02-04T12:01:08Z,f7ea35ab-50e9-42a8-885b-31ed1f36db25,wakëhëaɨ_f7ea35ab-50e9-42a8-885b-31ed1f36db25,stem,wakəhəaɨ,1,wakəhəaɨ
wakëmamu,2013-07-30T10:23:34Z,2018-02-04T12:01:08Z,a6853daa-17dc-40ec-8479-40e31c8a4079,wakëmamu_a6853daa-17dc-40ec-8479-40e31c8a4079,stem,wakəmamu,1,wakəmamu
wakëmamuu,2013-07-30T10:23:34Z,2018-02-04T12:01:08Z,becf66ce-1cfd-4390-9dd9-bd94a4a99087,wakëmamuu_becf66ce-1cfd-4390-9dd9-bd94a4a99087,stem,wakəmamuu,1,wakəmamuu
wãkẽrẽma asi,2013-07-28T19:41:05Z,2018-02-04T12:01:08Z,011ed8a6-cb89-4325-b152-c2f58569e0bf,wãkẽrẽma asi_011ed8a6-cb89-4325-b152-c2f58569e0bf,discontiguous phrase,wãkẽɾẽma asi,1,wãkẽɾẽma asi
wëkëk,2013-06-11T16:18:25Z,2018-02-04T12:01:08Z,463e996b-3022-45e4-8a18-f9e9073aebd5,wëkëk_463e996b-3022-45e4-8a18-f9e9073aebd5,root,wəkək,1,wəkək
wëkëkuu,2013-07-30T10:23:39Z,2018-02-04T12:01:08Z,a1eaa810-954f-40ac-9d45-1824c03bb7bd,wëkëkuu_a1eaa810-954f-40ac-9d45-1824c03bb7bd,stem,wəkəkuu,1,wəkəkuu
wëyëa piyëkëaɨ,2013-07-30T10:23:40Z,2018-02-04T12:01:08Z,3cd45f78-6bed-4723-b71c-7ce460680a8e,wëyëa piyëkëaɨ_3cd45f78-6bed-4723-b71c-7ce460680a8e,discontiguous phrase,wəjəa pijəkəaɨ,1,wəjəa pijəkəaɨ
xëkëkë,2013-06-11T16:18:26Z,2018-02-04T12:01:08Z,6d2ea388-56a2-4fd8-b79b-0d01a0264db5,xëkëkë_6d2ea388-56a2-4fd8-b79b-0d01a0264db5,root,ʃəkəkə,1,ʃəkəkə
xẽkrẽkẽ,2013-06-11T16:18:26Z,2018-02-04T12:01:08Z,dae3be23-568e-4f5c-970e-ccb9b8c93da9,xẽkrẽkẽ_dae3be23-568e-4f5c-970e-ccb9b8c93da9,root,ʃẽkɾẽkẽ,1,ʃẽkɾẽkẽ
xẽkrẽkẽãɨ,2013-06-11T16:18:26Z,2018-02-04T12:01:08Z,64b041cc-461d-42c4-9cb7-4b2c4a3c39a4,xẽkrẽkẽãɨ_64b041cc-461d-42c4-9cb7-4b2c4a3c39a4,root,ʃẽkɾẽkẽãɨ,1,ʃẽkɾẽkẽãɨ
xẽkrẽkẽãɨ,2013-07-30T10:23:44Z,2018-02-04T12:01:08Z,f91f7122-ad81-4119-b504-b23c9fa3116e,xẽkrẽkẽãɨ2_f91f7122-ad81-4119-b504-b23c9fa3116e,stem,ʃẽkɾẽkẽãɨ,1,ʃẽkɾẽkẽãɨ
xinakɨ këyëhërima,2013-07-28T19:48:41Z,2018-02-04T12:01:08Z,9c8df209-2db9-4824-864e-2607c4bba53f,xinakɨ këyëhërima_9c8df209-2db9-4824-864e-2607c4bba53f,discontiguous phrase,ʃinakɨ kəjəhəɾima,1,ʃinakɨ kəjəhəɾima
yakë,2013-06-11T16:18:27Z,2018-02-04T12:01:08Z,c837e91f-bb80-42d2-aed8-30588eecef40,yakë_c837e91f-bb80-42d2-aed8-30588eecef40,root,jakə,1,jakə
yakëhë,2013-06-11T16:18:27Z,2019-04-15T14:49:28Z,5fc0d6a7-fbdc-4277-a88e-7bd84e174bc3,yakëhë_5fc0d6a7-fbdc-4277-a88e-7bd84e174bc3,root,jakəhə,1,jakəhə
yakëhë,2013-07-30T10:23:59Z,2018-02-04T12:01:08Z,8f7e3f17-910a-47a0-9eab-f27d8303662b,yakëhë2_8f7e3f17-910a-47a0-9eab-f27d8303662b,stem,jakəhə,1,jakəhə
yakëhuu,2013-07-30T10:23:59Z,2018-02-04T12:01:08Z,32fb6533-cb85-4b21-829d-3542ba48e44c,yakëhuu1_32fb6533-cb85-4b21-829d-3542ba48e44c,stem,jakəhuu,1,jakəhuu
yakëhuu,2013-07-30T10:23:59Z,2018-02-04T12:01:08Z,8d701035-4248-4ee4-aacf-618b1090f280,yakëhuu2_8d701035-4248-4ee4-aacf-618b1090f280,stem,jakəhuu,1,jakəhuu
yakëɨ,2013-07-30T10:23:59Z,2018-02-04T12:01:08Z,650f874b-dcb8-4c0e-bb8a-8dcc72233588,yakëɨ1_650f874b-dcb8-4c0e-bb8a-8dcc72233588,stem,jakəɨ,1,jakəɨ
yakëɨ,2013-07-30T10:23:59Z,2018-02-04T12:01:08Z,43dd6334-a894-4a3a-9fa2-d72c9a182a8c,yakëɨ2_43dd6334-a894-4a3a-9fa2-d72c9a182a8c,stem,jakəɨ,1,jakəɨ
yãkẽtẽ,2013-06-11T16:18:27Z,2018-02-04T12:01:08Z,5396d17c-21bd-4681-a99b-ec5c33b57dae,yãkẽtẽ_5396d17c-21bd-4681-a99b-ec5c33b57dae,root,ɲãkẽtẽ,1,ɲãkẽtẽ
yãkẽtẽ,2013-07-30T10:23:58Z,2018-02-04T12:01:08Z,44e95eca-c8c3-4a46-91d7-11169577b219,yãkẽtẽ2_44e95eca-c8c3-4a46-91d7-11169577b219,stem,ɲãkẽtẽ,1,ɲãkẽtẽ
yupu wakërima uxi,2013-07-28T19:56:37Z,2018-02-04T12:01:08Z,f8f88b04-0b28-4730-9558-5ec396e82453,yupu wakërima uxi_f8f88b04-0b28-4730-9558-5ec396e82453,discontiguous phrase,jupu wakəɾima uʃi,1,jupu wakəɾima uʃi
Será que vai dar certo????,2013-07-30T10:20:58Z,2018-02-04T12:01:08Z,g8bacad7-8215-4a38-822f-62cba4ab6709,teste_g8bacad7-8215-4a38-822f-62cba4ab6709,stem,ɲãkẽtẽ,1,Esse É OUTRO
Será qdfsfsdfsdfsdfsdfsdfsdffsdue vai dar certo????,2013-07-30T10:20:58Z,2018-02-04T12:01:08Z,g8bacad7-8215-4a38-822f-62cba4ab6709,teste_g8bacad7-8215-4a38-822f-62cba4ab6709,stem,ɲãkẽtẽ,1,Esse é o segundo
Será qdfsfsdfsdfsdfsdfsdfsdffsdue vai dar certo????,2013-07-30T10:20:58Z,2018-02-04T12:01:08Z,g8bacad7-8215-4a38-822f-62cba4ab6709,teste_g8bacad7-8215-4a38-822f-62cba4ab6709,stem,,2,Esse é o terceiro
